tweet,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5
حبيبتي حصلها انهيار عصبي بسبب موت والدتها وكانت معاها لوحدها في البيت ووصلت الي محاولة انتحار وقتها مكنتش أعرفها اتعرفنا عبر الإنترنت وعشقتني وأنا كذلك واتغيرت حياتها   درجه للأفضل بفضل الله اتقدمتلها أبوها رفض بعد سنه وافق وقتها ولكن حلوها,1,0,1,1,1
خلال واجبه انتحار منتسب في الشرطة الاتحادية ببغداد,1,0,1,0,1
حامد کرزی شخصیتی که ۱۳ سال بالای مردم فقیر افغانستان حکمرانی کرد بار ها بار ها طالبان را برادر خطاب کرد در حالی که مهم ترین نظامیان کلیدی جهادی اعضای دولت کرزی ره که پاسدار نظام جمهوری بودند با انتحار انفجار به شهادت میرسانیدند,0,0,0,0,0
لن تصدق من يكون الزوج السري للفنانة المصرية سعاد حسني الذي قهر إسرائيل وتسبب في انتحار من ضباط الموساد تفاصيل في غاية الإثارة,1,0,1,0,1
الجو ناقصه حبيب يجب ان يكون لديك عقل واعي يدرك المخاطر الى متى هذا التحدي المميت اذا كان هذا الشخص قد نجى بعون من الله فمن يضمن لك النجاه يامن بخاطر بروحك وسيارتك هذا انتحار عيني عينك وكلنا نعرف عقاب المنتحر عند الله عزوجل,0,1,0,0,1
منتحر اعوذ بالله,1,1,1,1,1
انتحار منتسب بالشرطة الاتحادية جنوب غربي بغداد قناة الرشيد,1,0,1,1,1
هل لديك بوليصة تامين على حياتك شركات التامين لن تدفع لورثتك لو مت بسبب اللقاح كما حصل لعائلة بفرنسا اعتبرت موته بسبب اللقاح مثله مثل الانتحار هذا ما اقوله لكم منذ فترة اللقاح سم اليس من ياخذ السم ويموت يعد منتحرا ربما تفهموا كلام شركة التامين بما انكم ترفضون تصديقي,0,1,0,0,0
عاجل انتحار منتسب في الشرطة الاتحادية أثناء الواجب في منطقة حي الجهاد غربي بغداد,1,0,1,1,1
بغداد حالتا انتحار في بغداد لفتاة ومنتسب بغداد العراق,1,0,1,1,1
انتحار فتاة في منطقة شارع فلسطين شرقي بغداد قناة الرشيد,1,0,1,1,1
انتحار فتاة ومنتسب في بغداد بغداد العراق,1,0,1,1,1
وانا صغير قررت انتحر ودخلت الدولاب وقفلت على نفسي واذا حسيت بكتمه افتح الدولاب اخذ نفس وارجع اكمل الانتحار,0,1,0,0,1
انتحار وافد نيبالي شنقا في منطقة المهبولة,1,1,1,1,1
لسه انا في اول يوم وعلى وشك الانتحار,0,0,1,1,1
انتحار الطالب أنس كارا   عاما تركيا بسبب الضغوط الدينية ترك رسالة مسجلة انا في سنتي الثانية بكلية الطب أجبروني على الصلاة وحضور الدروس الدينية وقراءة القرآن رغم انني لست متدينا أنا متعب نفسيا جدا ولا يمكنني تحمل هذه البيئة لقد فقدت حماسي للحياة وأخشى إخبار أسرتي بذلك,1,0,1,1,1
تفتكر ممكن نلاقيه مشنوق في الزنزانة زي في الافلام ويتقال عليه انتحار,1,0,0,0,1
لو كسر تسلل تلقاه منتحر بكرا,0,1,0,0,0
انتحار فتاتين في محافظة ديالى,1,0,1,1,1
احتجاجات في تركيا عقب انتحار شاب رفضا لضغوطات الطوائف الدينية فيديو جريدة أصوات,1,0,1,1,1
ديالى تسجل انتحار فتاتين خلال يوم واحد,1,0,1,1,1
سامحيني يا أمي الأمن يكثف التحريات لكشف غموض انتحار شابين في القاهرة,1,0,1,1,1
ظاهرة إنتحار الشباب إنتشرت بشكل مخيف الشاب عنده   سنة ترك رسالة لأمه تسامحه بعد ماشنق نفسه انتبهوا لصحة أولادكم النفسية ده جرس إنذار للجميع,1,1,1,0,1
فتاة تحرق نفسها محاولة الانتحار في بغداد في حالة من نوعها بغداد العراق,1,0,1,1,1
في حالة من نوعها فتاة تحرق نفسها محاولة الانتحار في بغداد بغداد العراق,1,0,1,1,1
خلال ساعات ثالث حالة انتحار في بغداد,1,0,1,1,1
اي لعنتي تالبه ته دې خپل مسلکه نه يې راوتلۍ تا ملت انتحار او انفجار په واسطه دا شل کاله وواژه او اوس یې په سرو سترګو وژني ستا نن ورځي دا بي حرمتي او بي ناموسې ستا زرو کلونو حکومتولۍ سره توجیه وړ نده حساب ورځ به راځي پشتون هیڅ کله ناموس پور چاته نده پریښۍ,0,0,0,0,0
في حادثة هي الثالثة خلال ساعات فتاة تحرق نفسها بدافع الانتحار وسط بغداد قناة الرشيد,1,0,1,1,1
غالبا الإعتراف بحبك لشخص ما يعد نوعا من انواع الإنتحار لن تستوعب ما أعنيه الآن الذين جربوا الأمر يعرفون ذلك,0,0,0,0,0
سال ها در پوشش زنانه انتحار انفجار کردند هزاران تن را از زندگی کردن محروم کردند حالا با یک من ریش پشم خود را پشت حساب های زنانه پنهان کرده در صفحات اجتماعی انتحار میکنند کمی خجالت بکشید,0,0,0,0,0
الاكتئاب يعد السبب الرئيس في الانتحار في مختلف دول العالم ويعاني قطاع كبير من الشباب من الاكتئاب بدرجاته المتفاوته والذي قد يصل إلى الرغبة في التخلص من الحياة للتسجيل للتواصل واتساب القصيم الان علم النفس,1,0,1,0,1
بنأ مانع مکتب دانشگاه هرگونه پیشرفت می شوند تا مردم مانند افغان های سمت جنوب در جهل مرکب بمانند گسفندوار در جهنم جهل تعصب به انتحار خشونت روی آورند زندگی را هم برای خود هم دیگران به جهنم مبدل کنند تا چند تا خائن شان در قدرت بمانند,0,0,0,0,0
من الأطفال في المصحات النفسية العقلية من بيوت أمهات بلا آباء معدل الانتحار يرتفع للضعف عند الأطفال مع امهاتهم بدون أب معدل ترك الدراسة يرتفع أضعاف عند الأطفال الذين تربوا مع أمهاتهم فقط بعيدا عن الأب,1,0,1,1,1
لو حصل له لاقدر له حادث هذا للأسف إنتحار لكن الله ستر عليهم,0,,0,0,0
إيران هذه حصلية الملالي خلال   من حكمهم المشين الفقر البطالة البؤس الانتحار هدية النظام الملالي لشعب الإيراني السعودية العراق لبنان اليمن,0,0,0,0,0
سماحة السيد مقتدى الصدر للعامري الشعب يريد حكومة اغلبية وطنية والذهاب للمحاصصة هو انتحار,0,0,0,0,0
و هذا الخبر جائني من الوحي قال سأنتحر عندما قلت له افترض يارب اقفلوا بوجهي كافة الوسائل للنشر,0,0,0,0,1
أكادير التحقيق في ظروف إنتحار طالبة جامعية ريح في داركم,1,1,1,1,1
وهل رأي الدين يكون على حسب مزاج الحكومة طلبهم يكون من ذر الرماد بالعيون عمل جبهة او مجموعة دينية تدافع بالوكالة عن الحكومة ليش ما تم هذا الاجتماع لبحث اسباب انتحار شباب البدون ليش شباب البدون بدون عمل هل يقبل الدين التضييق على فئة البدون,1,0,1,0,0
شماهم بی دلیل یهو حالتون تخمی میشه استرس وجودتونو فرا میگیره یا فقط منم یاس فقط تو نیستی خیلی ها که به ظاهر همه چی دارند چنینند دلیل انتحار اعتیاد قمار تجاوزات جنایات هم همین خلأ معنوی است ولی کسانی که حتی لحظه ای بیکار نیستند چنین نیستند,0,0,0,0,0
الإنتحار زادة ينطبق عليه التوصيف هذا الواحد كي تتسكر في وجهو ما ينجمش يتأقلم إلا يهرب على خاطرو هاذاكا الخيار الأسلم يا ينتحر يا يثور,0,1,1,0,0
اسمعواصوت اهليكم وعوداسمعوا صوت اطفالكم وضعواالسلاح اسمع صوت دينكم واختارواالعوده وتركوا الحوثي معركه خاسره المواجهه انتحار الجيش اليمني متوعدوالخلفامعه يعني والله لواجتمعتواالارض مااستطاعتو هزيمه جيش خرج لحق ونصره دين محمدوردطمع وكف سب الصحابه ودفاع عن ارض وعرض لامنجي اليوم,0,0,0,0,0
